routeKey,class,TT_freeflow
40035606#2->40138633#0,veh_passenger,191.0
1335304373#0->-1297720367,veh_passenger,181.0
449565665#0->39838691#3,veh_passenger,48.0
50323229#15->-1326094888,veh_passenger,592.0
515136604->1237953493,bus_bus,408.0
509524224->240666069#0,veh_passenger,190.0
40138239#2->-1125986406#0,truck_truck,355.0
14924729#3->1260485932,veh_passenger,365.0
-521701857->40140017#2,veh_passenger,312.0
39920550#3->-40036009#2,veh_passenger,342.0
40109290#4->47087993#2,veh_passenger,780.0
1100626103#1->1074409255#3,veh_passenger,173.0
24621218#2->1067852461,veh_passenger,343.0
39838751#2->50323229#9,veh_passenger,695.0
1068434236->-654297637#1,veh_passenger,262.0
39920550#5->654297629#4,veh_passenger,337.0
39920684#5->10250021#3,veh_passenger,247.0
40109290#1->-39838657#0,veh_passenger,504.0
10628430->509524270,veh_passenger,84.0
381945549#0->-654297629#0,veh_passenger,127.0
-143546557->10628444#2,truck_truck,66.0
50323226->-1260485930#1,veh_passenger,336.0
1237953497->428730800,veh_passenger,696.0
24576922#2->985133430,veh_passenger,39.0
1298335703->39920550#11,veh_passenger,252.0
1214520077->143546557,veh_passenger,185.0
160078084->47087992#1,veh_passenger,573.0
-1125986377#1->451728952#4,veh_passenger,267.0
178583161->564273553#4,veh_passenger,166.0
9374529#1->-654297630,veh_passenger,102.0
10725667-AddedOffRampEdge->40109290#5,veh_passenger,251.0
1272548721->1068434201,veh_passenger,235.0
499566573->1214520075,veh_passenger,522.0
1068434256#0->856175963,veh_passenger,238.0
437445542->238219441#0,veh_passenger,381.0
1064398309#0->1067953239#0,veh_passenger,100.0
9704194#1->39920550#8,veh_passenger,237.0
-509646056->1064476622#1,truck_truck,382.0
47225638#0->1214520071,bus_bus,157.0
50323229#3->1335304386#1,veh_passenger,208.0
40140141#1->13909444#4,veh_passenger,203.0
-40109239->178699054,veh_passenger,232.0
39920684#2->511187818,veh_passenger,328.0
521704050->13909444#3,veh_passenger,182.0
-14924729#0->39366819#1,bus_bus,241.0
1064476622#1->666886082#0,veh_passenger,324.0
1332638368#1->465144361,veh_passenger,770.0
39920505#11->515138054,veh_passenger,503.0
488788637#1->178699051#1,veh_passenger,356.0
1254816442->40138239#3,veh_passenger,303.0
39920505#9->-40035904#2,veh_passenger,89.0
11631594#1->-482569917#0,bus_bus,421.0
-40138239#3->1068144846#2,veh_passenger,514.0
666886082#0->985675139,veh_passenger,454.0
39838984#0->1125986379#0,truck_truck,140.0
488788636#0->12090453#0,veh_passenger,167.0
654297632#2->1337646271#0,veh_passenger,496.0
10628442#3->475044040#2,veh_passenger,251.0
178699051#0->-1335304371,veh_passenger,312.0
39920550#8->50323229#0,veh_passenger,166.0
-1323097580#0->-1125986385#1,bus_bus,388.0
450616334#1->-474143552#0,veh_passenger,365.0
1332638368#2->-40035325#1,veh_passenger,277.0
1297720376#1->856175962,veh_passenger,172.0
-1297720367->-521705694#0,truck_truck,445.0
238219441#0->-521705694#1,veh_passenger,254.0
178702258#0->478286980#1,veh_passenger,100.0
511404878->39838657#0,veh_passenger,87.0
967985512->1335304376#1,veh_passenger,225.0
521704042#0->9833223-AddedOnRampEdge,veh_passenger,139.0
513082635#0-AddedOffRampEdge->511404877,veh_passenger,332.0
-654297629#4->39838691#1,bus_bus,48.0
1273251150#0->1068434235,veh_passenger,295.0
178441748#1->1075505400#3,veh_passenger,309.0
428730818#2->40139708,veh_passenger,270.0
-33683458#2->8887999#1,veh_passenger,443.0
39920505#2->511187808#3,veh_passenger,232.0
47088302#0->-1125986385#0,veh_passenger,314.0
178699049->1204070283#1,veh_passenger,410.0
-654297629#3->521704031#0,veh_passenger,156.0
39920593#4->143546557,bus_bus,165.0
511404880#1->1260481153,veh_passenger,207.0
-39920593#4->1290456019,veh_passenger,163.0
-968332509->654297632#0,truck_truck,80.0
40140141#7->12247568#0,veh_passenger,314.0
-40139504#0->-1290439817#1,veh_passenger,214.0
-47224972#1->1207401652#1,veh_passenger,151.0
9832326#0->13909444#1,bus_bus,400.0
40140141#2->47087366#0,veh_passenger,284.0
