vehID,routeKey,class,depart,arrival,travel_time
veh5391,-856175964->39920550#11|n=24|h=df7075f4b1,veh_passenger,5247.0,11266.0,6019.0
veh8799,511187823->511187823|n=1|h=4c2f0455c7,veh_passenger,8622.0,11266.0,2644.0
bus707,521708587#0->488786523|n=31|h=a9b8ee8c3d,bus_bus,2656.0,11267.0,8611.0
veh3090,39838691#6->178583153|n=35|h=d787d8a79f,veh_passenger,3008.0,11267.0,8259.0
veh6698,178702243#1->-10628442#1|n=30|h=3304ef4f1b,veh_passenger,6519.0,11267.0,4748.0
veh739,967985513#0->1125986373#1|n=27|h=b1db473545,veh_passenger,721.0,11268.0,10547.0
veh3434,-1125986386->-39920593#1|n=19|h=5f45c6f0f0,veh_passenger,3639.0,11269.0,7630.0
veh5725,-474143552#4->499566577#1|n=14|h=11b9c45777,veh_passenger,6223.0,11269.0,5046.0
bus2228,1125986378#0->1100626103#2|n=22|h=ec7eacfac1,bus_bus,8368.0,11269.0,2901.0
bus1098,-405382146#0->1332638391#2|n=20|h=e2de6fdbc9,bus_bus,4125.0,11270.0,7145.0
veh4185,-1226645407->10628430|n=28|h=a5b399d80d,veh_passenger,4074.0,11270.0,7196.0
veh7250,511187810->967985513#0|n=20|h=41887164ab,veh_passenger,7056.0,11272.0,4216.0
veh2590,15419906#2->515138054|n=44|h=c4759eec6c,veh_passenger,4117.0,11273.0,7156.0
veh3570,511187811->178583153|n=23|h=2e1698e821,veh_passenger,4438.0,11273.0,6835.0
veh8181,475446753->1068434202|n=25|h=af01a97def,veh_passenger,8256.0,11273.0,3017.0
truck896,490474063#0->-1297720368|n=26|h=f75c1d5187,truck_truck,9546.0,11275.0,1729.0
veh9657,178702243#0->482569917#0|n=24|h=e5243369bb,veh_passenger,9399.0,11275.0,1876.0
bus1933,40140141#2->1196008691#0|n=38|h=d6651b620b,bus_bus,7260.0,11276.0,4016.0
veh5311,131671623->-654297632#0|n=30|h=1281258a64,veh_passenger,6674.0,11279.0,4605.0
veh4650,1297720368->13909444#6|n=30|h=9ca00d068a,veh_passenger,4526.0,11280.0,6754.0
veh7410,39920684#3->1196008691#1|n=19|h=2f16801133,veh_passenger,7212.0,11280.0,4068.0
bike187,1235501861#1->-10628442#0|n=20|h=f854f03425,bike_bicycle,1328.0,11282.0,9954.0
bus1848,39920505#4->1068144844|n=39|h=d71b712520,bus_bus,7043.0,11282.0,4239.0
veh6021,39920593#4->178583153|n=25|h=03f7174170,veh_passenger,5860.0,11285.0,5425.0
veh1733,40036009#1->511187808#4|n=47|h=e536f706e8,veh_passenger,1688.0,11287.0,9599.0
bus1261,-482569917#0->967985513#3|n=41|h=7de51f00f1,bus_bus,4737.0,11287.0,6550.0
bus1885,40109290#0->654297629#5|n=47|h=dda524b2b2,bus_bus,7426.0,11288.0,3862.0
truck270,47157282#0->-83428923#1|n=15|h=5323731283,truck_truck,4278.0,11289.0,7011.0
motorcycle732,-178723097#0->147711065#0|n=9|h=2e9eb6635f,motorcycle_motorcycle,4750.0,11289.0,6539.0
veh2281,1125986378#0->1323097580#1|n=24|h=f3fd7a19b3,veh_passenger,2221.0,11290.0,9069.0
veh5732,-40139504#1->482569917#1|n=42|h=9851a3682f,veh_passenger,5579.0,11290.0,5711.0
veh11251,1214520075->1421367925|n=16|h=d33b71c993,veh_passenger,11180.0,11291.0,111.0
veh3412,509646053#1->178583153|n=32|h=077e5e2263,veh_passenger,3322.0,11296.0,7974.0
veh3673,511187811->178583153|n=23|h=2e1698e821,veh_passenger,5027.0,11298.0,6271.0
veh5784,-1068144845#0->-40035992|n=32|h=e5349f8416,veh_passenger,5928.0,11298.0,5370.0
veh9914,-50323226->-1335304371|n=25|h=6e2657984e,veh_passenger,9649.0,11298.0,1649.0
veh8365,521705695->-1125986375#1|n=23|h=7ebeafd348,veh_passenger,8141.0,11299.0,3158.0
motorcycle85,33683458#2->968332509|n=26|h=e95f240c9b,motorcycle_motorcycle,553.0,11300.0,10747.0
motorcycle851,40035606#2->40035606#0|n=7|h=5b78e5c6ea,motorcycle_motorcycle,5522.0,11300.0,5778.0
bus2370,39920684#3->413789557|n=39|h=ed261938fe,bus_bus,8901.0,11301.0,2400.0
veh4436,-1068434202->413789557|n=27|h=d053afad0e,veh_passenger,9708.0,11302.0,1594.0
truck303,1064476625->-1125986375#0|n=31|h=a888e86716,truck_truck,2950.0,11303.0,8353.0
bike1591,39838657#0->39838657#0|n=1|h=2942396c22,bike_bicycle,11286.0,11303.0,17.0
veh6954,511187810->-40035325#2|n=18|h=badc7c3006,veh_passenger,6768.0,11305.0,4537.0
truck707,-257421487#1->1323097575#0|n=30|h=95a8e6c383,truck_truck,6881.0,11305.0,4424.0
veh9759,39920505#13->1207401652#2|n=24|h=f1bb601b97,veh_passenger,9498.0,11306.0,1808.0
veh10039,47225638#4->1226645409|n=11|h=f4a63da0b9,veh_passenger,9971.0,11306.0,1335.0
veh2675,1125986373#3->449565665#2|n=21|h=feb353020e,veh_passenger,2604.0,11307.0,8703.0
veh8072,-39838691#2->1125986375#0|n=42|h=d2298f7d22,veh_passenger,7856.0,11307.0,3451.0
veh11581,-437445539#0->428730793#1|n=4|h=6b2c253392,veh_passenger,11271.0,11307.0,36.0
veh4360,475446753->1226645409|n=34|h=a8b0be14f6,veh_passenger,4244.0,11308.0,7064.0
bus1686,-687878725->-40138633#1|n=45|h=8d9ec1c978,bus_bus,6333.0,11308.0,4975.0
bus2247,40138941#0->-474143552#4|n=30|h=3a87053a59,bus_bus,8439.0,11308.0,2869.0
bus2607,511187812->39921673#1|n=13|h=776d7f3d09,bus_bus,9791.0,11309.0,1518.0
veh11618,1211151637->1211151637|n=1|h=beaa04fcee,veh_passenger,11307.0,11309.0,2.0
veh4580,413789557->178702258#0|n=32|h=a849cc73b8,veh_passenger,4876.0,11310.0,6434.0
veh3276,509646053#0->666886084#1|n=20|h=a78ba5d630,veh_passenger,3189.0,11311.0,8122.0
veh1409,11635067->40035606#3|n=40|h=12629d46aa,veh_passenger,1373.0,11312.0,9939.0
