routeKey,class,TT_freeflow
-238219441#0->39838691#7,veh_passenger,363.0
-488788630#0->654297637#2,veh_passenger,412.0
-488788633#2->-39838691#3,veh_passenger,111.0
-1254633077#0->1204070281,veh_passenger,360.0
515136608->513082627,veh_passenger,315.0
-968332509->39920505#1,veh_passenger,279.0
424580475->39921672,truck_truck,536.0
1214520075->1074771170,veh_passenger,98.0
-1326094888->1332638368#0,veh_passenger,270.0
1067953239#1->39920011#3,veh_passenger,332.0
-1068916335->-449565665#1,bus_bus,319.0
9832326#0->15420801#3,veh_passenger,413.0
1214520074#2->-50323229#10,veh_passenger,459.0
-1260485929#1->47087366#1,veh_passenger,308.0
475044040#2->40035904#1,bus_bus,177.0
381945549#0->-40035904#0,veh_passenger,383.0
967993112#1->-1335304386#0,veh_passenger,185.0
-654297637#0->-488788633#0,bus_bus,683.0
1214520074#5->-12247568#1,veh_passenger,106.0
-1068144845#3->653860562,veh_passenger,377.0
-1260485930#1->39838882,veh_passenger,270.0
-47267007#2->1068144849#2,veh_passenger,309.0
178583167#1->-1204070283#1,veh_passenger,155.0
1068144846#2->-40035325#2,bus_bus,160.0
511187808#4-AddedOnRampEdge->-1260485929#3,veh_passenger,268.0
488788630#0->-449565665#1,veh_passenger,237.0
1233759524->-488788630#1,veh_passenger,332.0
-1335304385->1236283454,veh_passenger,234.0
-900279869->513082635#0-AddedOffRampEdge,veh_passenger,342.0
513082623->1068434201,veh_passenger,566.0
-513272949->-50323229#11,veh_passenger,316.0
1231065653->10628444#2,veh_passenger,237.0
1323097575#1->178699051#1,veh_passenger,406.0
-900279886->474143552#0,veh_passenger,206.0
-511187818->515136604,veh_passenger,362.0
1068434203->449565665#2,veh_passenger,78.0
24621218#3->39921192#1,veh_passenger,148.0
-474143552#2->40297647#0,veh_passenger,108.0
-1222703384#1->24577455#2,veh_passenger,177.0
68574202->9832326#1,veh_passenger,237.0
-39838691#7->-24576913#0,veh_passenger,53.0
509646056->-1332638391#1,veh_passenger,49.0
509646059->-40138239#1,veh_passenger,320.0
-654297637#0->538432099,veh_passenger,355.0
1337646271#1->511187808#4,veh_passenger,253.0
1255099069->511404873#1,veh_passenger,355.0
83428923#1->240666072#2,veh_passenger,282.0
178441748#2->428730793#1,veh_passenger,517.0
47087366#0->-39838657#3,veh_passenger,557.0
47223733->160077493,veh_passenger,613.0
-1326193809->-1332638391#0,bus_bus,266.0
-40036062#1->761486028#0,veh_passenger,288.0
985133427->9832326#2,veh_passenger,207.0
1231065643->24577455#1,veh_passenger,256.0
488788627->40138239#3,truck_truck,52.0
515040937->-654297633,veh_passenger,284.0
666886086#1->1068144845#1,bus_bus,361.0
39920505#8->-10628444#0,veh_passenger,184.0
1231065653->-1074409256#0,truck_truck,665.0
150928465->654297629#6,veh_passenger,280.0
478286980#1->-10628442#2,bus_bus,552.0
39086240-AddedOffRampEdge->9704194#3,veh_passenger,203.0
-653860562->39921025#2,veh_passenger,541.0
83428923#1->564273553#2,veh_passenger,436.0
-178723097#0->178699056#3,veh_passenger,195.0
39838751#0->-900279869,veh_passenger,186.0
-654297629#0->1214520073#1,veh_passenger,306.0
1068144847->515126385#4,veh_passenger,138.0
511187811->-654297635#1,veh_passenger,527.0
985133430->509646052,veh_passenger,489.0
40140141#10->-474143552#0,veh_passenger,231.0
50323229#6->40139504#0,veh_passenger,295.0
11631594#0->-40036009#3,veh_passenger,305.0
513082640->513087668,veh_passenger,313.0
40297885#1->39921025#8,veh_passenger,579.0
654297629#0->238219446#0,veh_passenger,618.0
1272548721->1234244925#1,veh_passenger,484.0
-50323229#13->24621218#2,truck_truck,416.0
24621218#3->39838657#0,veh_passenger,405.0
47224972#1->513272951#1,veh_passenger,163.0
1298335705->474143552#1,veh_passenger,626.0
-40139708->428730793#0,veh_passenger,1001.0
-1273251150#1->-50323229#3,bus_bus,89.0
1234244925#0->1298335702,veh_passenger,630.0
-1297720376#0->-428730813#1,veh_passenger,462.0
10748045#1->-40036009#0,truck_truck,97.0
1272337500->687878722#1,veh_passenger,865.0
654297629#5->-24576913#0,veh_passenger,85.0
515126302->-479863106#2,veh_passenger,224.0
1326193810->-488788633#0,veh_passenger,561.0
511404880#1->511187821,veh_passenger,156.0
39920550#8->654297634,veh_passenger,353.0
488788633#2->513272950#0,veh_passenger,201.0
488788633#0->-10628442#2,truck_truck,366.0
1222181935->39838657#1,veh_passenger,222.0
1332638368#1->515136604,veh_passenger,328.0
-40036009#1->1067928307#2,veh_passenger,550.0
39920684#4->1067953246,veh_passenger,450.0
428730813#1->178699056#0,veh_passenger,313.0
-1068144848#1->428730818#3,veh_passenger,219.0
1068434200#0->510107701,veh_passenger,57.0
475044040#4->40140141#8,bus_bus,403.0
-654297637#0->-147711065#1,veh_passenger,285.0
475044040#1->-509646056,veh_passenger,191.0
40035904#2->-1125986379#1,bus_bus,305.0
488788633#2->1005394020,veh_passenger,233.0
39920505#2->178583159,truck_truck,666.0
482569917#0->511404877,veh_passenger,242.0
654297630->39921673#0,veh_passenger,65.0
-449565665#2->1260485930#1,veh_passenger,695.0
1074409255#1->654297629#0,veh_passenger,254.0
-50323229#15->499566574#1,veh_passenger,227.0
-1068144848#0->-450616334#1,veh_passenger,214.0
-900279886->654297629#4,veh_passenger,484.0
1290439817#1->1068144845#3,veh_passenger,230.0
-10628429->47157282#0,veh_passenger,387.0
-1260485931#1->1290439817#1,veh_passenger,512.0
475044040#2->-40138633#1,veh_passenger,52.0
822782498->10629474#0,veh_passenger,230.0
72157794->-9374529#1,veh_passenger,208.0
-40035325#1->-39838657#1,veh_passenger,377.0
47267011#0->-178723097#0,veh_passenger,293.0
1214520075->1067928306#2,veh_passenger,140.0
1068916339->511404878,veh_passenger,261.0
-654297629#4->654297629#4,bus_bus,20.0
-39838657#1->1231065653,veh_passenger,145.0
1235501861#2->24576913#0,veh_passenger,122.0
39838691#9->1074409256#2,veh_passenger,82.0
1100626103#1->160077493,bus_bus,456.0
1234244925#0->10628444#0,veh_passenger,462.0
509524229->24577455#1,bus_bus,581.0
178441748#0->40297715#2,veh_passenger,213.0
178699056#2->40297715#0,veh_passenger,719.0
39920684#5->-50323229#5,veh_passenger,101.0
178583145->439836130#0-AddedOffRampEdge,veh_passenger,705.0
147711065#0->-1204070283#0,veh_passenger,33.0
-10250021#2->564273553#1,veh_passenger,253.0
666886086#3->1074771163#0,truck_truck,200.0
428730813#2->39921025#4,veh_passenger,244.0
39763700#6->1074409255#3,bus_bus,208.0
1125986379#1->-1260485929#2,veh_passenger,243.0
967985512->178583140#0,veh_passenger,325.0
-1335304371->-1335304377,truck_truck,136.0
1335304373#1->-654297630,veh_passenger,133.0
1068144848#1->1222703384#0,veh_passenger,280.0
-47224972#1->-1068144849#0,veh_passenger,186.0
475044040#2->511404873#1,veh_passenger,533.0
-654297632#0->1323097576,veh_passenger,192.0
1235501860->-10629474#0,veh_passenger,568.0
1207401652#1->240666069#2,veh_passenger,358.0
-50323229#13->-50323229#10,veh_passenger,5.0
-40036009#1->654297628,veh_passenger,522.0
-564273553#2->-33683346#2,veh_passenger,795.0
131671623->515130026#1,veh_passenger,269.0
509646061->-1260485931#1,veh_passenger,228.0
40138633#0->-1254633077#1,veh_passenger,99.0
1068074792->178583167#1,veh_passenger,325.0
838061037->-40297715#2,veh_passenger,445.0
-654297636->511185049,veh_passenger,188.0
515126385#1->39838520#2,veh_passenger,353.0
1237953497->-1068916339,veh_passenger,60.0
39839093->-8887999#0,veh_passenger,665.0
511187821->900287035,veh_passenger,579.0
-224146621->1254633077#0,veh_passenger,461.0
-40297715#2->72157792,veh_passenger,228.0
39920550#1->-10628442#1,veh_passenger,291.0
-1273251152->513272951#0,veh_passenger,698.0
439836128#0-AddedOffRampEdge->47088302#0,veh_passenger,292.0
-1272337500->-488788633#0,veh_passenger,842.0
-1290439817#0->1064476620#0,veh_passenger,222.0
178583149->33683458#0,veh_passenger,150.0
-1015424648->1064476620#2,veh_passenger,421.0
1226645407->-474143552#4,veh_passenger,201.0
-1204070283#1->1196008691#0,veh_passenger,90.0
-451728952#4->401226926#1,veh_passenger,334.0
50323229#7->24576922#1,veh_passenger,719.0
-654297634->39920011#1,veh_passenger,265.0
47087366#0->15419875#0,veh_passenger,259.0
1074771163#0->40035325#0,veh_passenger,153.0
490474063#4->1067953246,veh_passenger,825.0
160078084->39921025#2,bus_bus,116.0
39838691#6->24621218#3,bus_bus,299.0
39920593#0->1074409232#0,veh_passenger,508.0
511187808#0->47087993#0,veh_passenger,230.0
-169562956->1234244927#0,veh_passenger,347.0
1214520070->178702258#2,veh_passenger,165.0
40297715#3->1068434200#0,veh_passenger,590.0
178583140#0->-39838984#0,veh_passenger,288.0
50323229#14->178583167#1,veh_passenger,338.0
1255099064->-488788633#0,veh_passenger,479.0
1196008692#1->-10628442#1,veh_passenger,262.0
-40036062#0->1100626103#2,bus_bus,235.0
-50323226->-838061037,bus_bus,716.0
-1068916335->39920505#12,veh_passenger,197.0
39838630#1->-1068916335,veh_passenger,216.0
39920593#5->9704194#4,veh_passenger,379.0
1235501861#0->1131969257,veh_passenger,50.0
40140017#3->-1273251152,veh_passenger,95.0
-515136608->40115810#0,veh_passenger,342.0
39838691#0->10628442#1,veh_passenger,380.0
68574206->1214520074#1,veh_passenger,129.0
40138633#2->1254633077#1,veh_passenger,50.0
654530820#1->-47224972#0,veh_passenger,196.0
-178723097#1->-1068144849#2,veh_passenger,161.0
-33683458#1->968332513#0,veh_passenger,114.0
490474063#6->449565665#1,veh_passenger,538.0
985675139->1100626103#3,veh_passenger,197.0
-50323229#10->-10748045#0,bus_bus,140.0
-488788630#1->1068916336,veh_passenger,255.0
451728952#3->1196008691#0,veh_passenger,254.0
1214520078->-401226926#1,veh_passenger,312.0
-14924729#3->761486028#0,veh_passenger,101.0
490474063#7->826496637,veh_passenger,190.0
1323097575#0->-838061037,veh_passenger,446.0
1118804250->450616334#0,veh_passenger,377.0
509646057#1->33683458#1,truck_truck,420.0
-401226926#0->40140141#8,bus_bus,423.0
1297720367->-39838657#2,veh_passenger,335.0
-147711065#0->47223733,veh_passenger,152.0
24576913#1->401226926#0,veh_passenger,416.0
12262310#0-AddedOffRampEdge->39838751#1,veh_passenger,557.0
-1335304373#1->-654530820#1,bus_bus,744.0
47225638#3->1100626097,veh_passenger,188.0
-1068144845#3->178583148#0,veh_passenger,321.0
437445541#0->-240666072#2,veh_passenger,268.0
39920505#9->1297720367,veh_passenger,674.0
1332638391#1->478286980#1,veh_passenger,61.0
10748036->-47267007#1,bus_bus,662.0
509647506->687878722#0,veh_passenger,460.0
-39838751#0->1292541108,veh_passenger,401.0
-39838657#0->39921025#2,veh_passenger,330.0
33683346#2->1421367508,veh_passenger,827.0
488788629->428730793#1,truck_truck,406.0
-1068144845#4->-40035606#3,veh_passenger,344.0
-1323097580#1->147711065#0,veh_passenger,718.0
-413789558#1->-1067928307#2,veh_passenger,46.0
-687878722#0->-1297720376#0,veh_passenger,411.0
1068144849#2->39921673#0,veh_passenger,343.0
39920505#3->47267011#0,veh_passenger,407.0
1273251150#1->488788630#1,veh_passenger,636.0
40035904#1->39838691#7,veh_passenger,328.0
413789558#1->83428923#0,veh_passenger,260.0
1326094888->413789557,veh_passenger,94.0
1231065643->439836130#0,veh_passenger,533.0
509646062->33683346#0,veh_passenger,341.0
1064398309#0->-142741729#0,veh_passenger,114.0
39838520#3->39366819#1,veh_passenger,16.0
-451728952#3->-509646052,veh_passenger,141.0
-479863106#0->-488788629,veh_passenger,14.0
10250021#0->511187808#2,veh_passenger,298.0
10250021#4->490474063#0,veh_passenger,325.0
1297720376#1->1254816455,veh_passenger,120.0
40115810#1->10628442#3,veh_passenger,277.0
39920505#5->450616334#1,veh_passenger,495.0
-428730813#3->-1211151635#0,veh_passenger,126.0
160078084->8887999#1,truck_truck,432.0
-474143552#0->654297635#1,bus_bus,315.0
511405572->238219472#0,veh_passenger,145.0
437445539#0->1074409232#1,veh_passenger,240.0
-10629474#0->666886084#1,veh_passenger,303.0
178441748#0->1326437250,veh_passenger,367.0
509646061->50323229#11,veh_passenger,433.0
40035904#1->39920505#5,veh_passenger,317.0
-488788630#1->488788626#0,veh_passenger,360.0
-1326094888->40297715#3,veh_passenger,338.0
15420537#1->1234244927#0,veh_passenger,307.0
39839131->1125986385#0,bus_bus,271.0
1338361263->10748045#1,veh_passenger,471.0
975216739->1068144845#3,veh_passenger,156.0
511187811->240666069#3,truck_truck,283.0
-654297629#1->-515123442#3,bus_bus,165.0
40036009#0->1068144845#4,veh_passenger,336.0
511404874#1->1335304372,veh_passenger,252.0
509646063#0->-413789558#1,veh_passenger,416.0
15525299->10628442#0,veh_passenger,277.0
50323229#13->39838630#2,truck_truck,440.0
1064476623->-39838630#1,veh_passenger,96.0
47267011#0->39838691#3,veh_passenger,139.0
401226926#1->1273251150#1,veh_passenger,158.0
-1125986377#0->1237953493,veh_passenger,84.0
10748045#1->513087670,veh_passenger,448.0
-10250021#3->1260485932,veh_passenger,181.0
240666072#0->1323097575#2,veh_passenger,394.0
1332638391#2->-1332638391#0,veh_passenger,33.0
513082641#0->-654297630,veh_passenger,477.0
178702258#0->515124966,bus_bus,116.0
-1214520068->-40035325#2,veh_passenger,267.0
654297631->1323097579#1,veh_passenger,288.0
-40140017#3->-1273251150#1,veh_passenger,202.0
1255099064->511404873#0,veh_passenger,245.0
-437445539#0->-488788637#1,veh_passenger,368.0
10629709#1->-654297629#5,bus_bus,556.0
-654530820#1->-33683458#0,veh_passenger,411.0
521701858-AddedOffRampEdge->-413789558#1,veh_passenger,77.0
428730807->666886084#1,veh_passenger,255.0
465144361->381945551,veh_passenger,297.0
50323229#9->47087992#3,bus_bus,695.0
-1273251150#1->39838751#0,veh_passenger,318.0
-1332638391#1->761486028#1,veh_passenger,131.0
474143552#2->-50323229#7,veh_passenger,317.0
-450616334#1->-33683346#2,veh_passenger,439.0
39838751#2->50323229#9,veh_passenger,602.0
511404877->10629709#1,bus_bus,487.0
40035606#2->40138633#0,veh_passenger,191.0
1335304373#0->-1297720367,veh_passenger,181.0
449565665#0->39838691#3,veh_passenger,47.0
1068434236->-654297637#1,veh_passenger,172.0
515136604->1237953493,bus_bus,378.0
-521701857->40140017#2,veh_passenger,274.0
-1335304372->-50323229#14,veh_passenger,514.0
50323229#15->-1326094888,veh_passenger,593.0
160078084->47087992#1,veh_passenger,482.0
40138239#2->-1125986406#0,truck_truck,355.0
178583141->-564273553#4,bus_bus,300.0
39920550#3->-40036009#2,veh_passenger,338.0
1100626103#1->1074409255#3,veh_passenger,173.0
1272548721->1068434201,veh_passenger,149.0
24621218#2->1067852461,veh_passenger,343.0
39920684#5->10250021#3,veh_passenger,233.0
40109290#1->-39838657#0,veh_passenger,493.0
39920550#5->654297629#4,veh_passenger,338.0
50323226->-1260485930#1,veh_passenger,332.0
-143546557->10628444#2,truck_truck,65.0
381945549#0->-654297629#0,veh_passenger,128.0
24576922#2->985133430,veh_passenger,40.0
509524224->240666069#0,veh_passenger,280.0
1298335703->39920550#11,veh_passenger,254.0
-1125986377#1->451728952#4,veh_passenger,262.0
9374529#1->-654297630,veh_passenger,98.0
178583161->564273553#4,veh_passenger,166.0
14924729#3->1260485932,veh_passenger,455.0
40109290#4->47087993#2,veh_passenger,870.0
499566573->1214520075,veh_passenger,508.0
10725667-AddedOffRampEdge->40109290#5,veh_passenger,251.0
10628430->509524270,veh_passenger,136.0
437445542->238219441#0,veh_passenger,382.0
1064398309#0->1067953239#0,veh_passenger,100.0
521704050->13909444#3,veh_passenger,134.0
9704194#1->39920550#8,veh_passenger,242.0
-509646056->1064476622#1,truck_truck,382.0
1237953497->428730800,veh_passenger,785.0
39920684#2->511187818,veh_passenger,309.0
-14924729#0->39366819#1,bus_bus,232.0
50323229#3->1335304386#1,veh_passenger,208.0
40140141#1->13909444#4,veh_passenger,203.0
-40109239->178699054,veh_passenger,232.0
1068434256#0->856175963,veh_passenger,295.0
1064476622#1->666886082#0,veh_passenger,322.0
47225638#0->1214520071,bus_bus,195.0
654297632#2->1337646271#0,veh_passenger,451.0
1332638368#1->465144361,veh_passenger,777.0
1214520077->143546557,veh_passenger,330.0
39920505#11->515138054,veh_passenger,503.0
488788637#1->178699051#1,veh_passenger,355.0
39920505#9->-40035904#2,veh_passenger,89.0
11631594#1->-482569917#0,bus_bus,421.0
39838984#0->1125986379#0,truck_truck,131.0
-40138239#3->1068144846#2,veh_passenger,514.0
666886082#0->985675139,veh_passenger,454.0
1254816442->40138239#3,veh_passenger,334.0
513082635#0-AddedOffRampEdge->511404877,veh_passenger,254.0
-1297720367->-521705694#0,truck_truck,383.0
178699051#0->-1335304371,veh_passenger,312.0
10628442#3->475044040#2,veh_passenger,252.0
39920550#8->50323229#0,veh_passenger,167.0
-1323097580#0->-1125986385#1,bus_bus,388.0
450616334#1->-474143552#0,veh_passenger,365.0
-33683458#2->8887999#1,veh_passenger,375.0
178702258#0->478286980#1,veh_passenger,80.0
488788636#0->12090453#0,veh_passenger,218.0
1332638368#2->-40035325#1,veh_passenger,277.0
511404878->39838657#0,veh_passenger,79.0
521704042#0->9833223-AddedOnRampEdge,veh_passenger,151.0
-654297629#4->39838691#1,bus_bus,48.0
178441748#1->1075505400#3,veh_passenger,309.0
428730818#2->40139708,veh_passenger,269.0
1273251150#0->1068434235,veh_passenger,332.0
47088302#0->-1125986385#0,veh_passenger,314.0
178699049->1204070283#1,veh_passenger,411.0
-654297629#3->521704031#0,veh_passenger,157.0
39920505#2->511187808#3,veh_passenger,245.0
39920593#4->143546557,bus_bus,165.0
1297720376#1->856175962,veh_passenger,262.0
511404880#1->1260481153,veh_passenger,210.0
-39920593#4->1290456019,veh_passenger,163.0
967985512->1335304376#1,veh_passenger,315.0
238219441#0->-521705694#1,veh_passenger,366.0
9832326#0->13909444#1,bus_bus,386.0
-40139504#0->-1290439817#1,veh_passenger,214.0
-47224972#1->1207401652#1,veh_passenger,151.0
40140141#2->47087366#0,veh_passenger,282.0
40297647#0->967985513#1,veh_passenger,29.0
-968332509->654297632#0,truck_truck,125.0
83563432->511187808#4-AddedOnRampEdge,bus_bus,383.0
-1125986386->482569917#1,veh_passenger,296.0
515126384->39921673#0,veh_passenger,243.0
13866211->50323226,veh_passenger,510.0
511409188#0->1254816455,veh_passenger,414.0
40140141#7->12247568#0,veh_passenger,403.0
238219441#0->238219472#3,veh_passenger,220.0
-654297637#1->509646063#1,veh_passenger,246.0
499566574#0->654297635#1,veh_passenger,43.0
1074771170->40109290#4,veh_passenger,400.0
-1118804250->1337646275,veh_passenger,461.0
900279869->39920593#0,veh_passenger,251.0
11631594#1->-479863106#1,truck_truck,345.0
437445540->1237953497,veh_passenger,389.0
1074771170->-240666072#2,veh_passenger,146.0
-1260485929#0->39838882,veh_passenger,412.0
-14924729#3->1222703382,bus_bus,239.0
15419906#1->1278784167#1,veh_passenger,474.0
-687878722#2->-761486028#0,veh_passenger,347.0
39920550#2->509646054,veh_passenger,234.0
509646144->511404872,veh_passenger,458.0
-438516309->40138239#2,veh_passenger,562.0
-1201484855->381945551,veh_passenger,294.0
39838984#1->39838657#2,veh_passenger,296.0
39921025#6->40297885#1,veh_passenger,300.0
-10628444#2->488788633#2,veh_passenger,403.0
1323097575#3->-40138633#3,bus_bus,192.0
1254816454->24576913#0,veh_passenger,286.0
413789557->-1332638368#1,veh_passenger,279.0
-449565665#1->-39366819#0,veh_passenger,51.0
-39838630#3->178702258#2,veh_passenger,36.0
178699051#0->178583153,veh_passenger,642.0
50323229#14->-83428923#0,veh_passenger,270.0
-40297715#2->-39838691#3,veh_passenger,289.0
826496637->488788633#2,veh_passenger,228.0
10628442#0->178702261,veh_passenger,375.0
822782498->511404873#0,veh_passenger,250.0
-39838691#9->1272548721,veh_passenger,145.0
40036009#3->515130028#1,veh_passenger,502.0
39920684#5->24577455#2,veh_passenger,216.0
39920550#7->39920505#11,veh_passenger,79.0
-39920222->666886083,veh_passenger,178.0
1272548721->39921025#7,veh_passenger,243.0
39838691#10->515130028#1,veh_passenger,369.0
1324405511->-564273553#4,veh_passenger,443.0
-1067928305#0->40140017#0,bus_bus,580.0
1064476620#2->488788626#2,veh_passenger,406.0
39839131->1234244926,veh_passenger,470.0
47157282#1->142741729#0,veh_passenger,46.0
-40109239->1255099069,veh_passenger,499.0
1196008692#0->1068434204,veh_passenger,612.0
654297635#1->-1125986379#1,veh_passenger,44.0
47087366#2->13909444#3,bus_bus,71.0
1100626087->24577522#3,veh_passenger,520.0
15420537#1->521704031#1,veh_passenger,389.0
1125986386->475044040#3,veh_passenger,335.0
40035325#2->1335304371,veh_passenger,46.0
-1067928307#2->178583140#1,veh_passenger,340.0
-1068144849#1->515040937,veh_passenger,308.0
-142741729#0->40036009#1,veh_passenger,220.0
1125986375#0->1214520074#3,veh_passenger,217.0
-474143552#6->-488788637#1,veh_passenger,179.0
-10250021#4->511187821,veh_passenger,166.0
1332638368#2->1222703383,veh_passenger,260.0
1068144845#2->1335304373#2,veh_passenger,295.0
1290439819->-257421487#0,veh_passenger,892.0
666886082#0->511187811,veh_passenger,242.0
515130028#1->511404877,bus_bus,324.0
1068144844->1222703384#0,veh_passenger,323.0
-654297637#1->-40140017#1,veh_passenger,180.0
499566574#2->521701857,veh_passenger,354.0
730912750->-39920593#1,veh_passenger,437.0
-653860562->1068434256#1,veh_passenger,194.0
511404875->-573632774,bus_bus,492.0
-1254816454->10628442#1,veh_passenger,130.0
1335304376#0->515136603,veh_passenger,597.0
428730813#2->-40035992,veh_passenger,379.0
1234244927#0->39920684#3,veh_passenger,94.0
-967985513#1->39838657#2,bus_bus,367.0
24577522#0->-39921673#0,bus_bus,312.0
33683346#1->-1335304386#1,veh_passenger,152.0
-39921531->-39838691#1,veh_passenger,289.0
-1067928307#3->475044040#2,veh_passenger,278.0
-401226926#1->1196008691#1,truck_truck,268.0
11631594#2->1260481151,veh_passenger,387.0
499566574#3->1326094888,veh_passenger,557.0
39920505#11->39366819#1,truck_truck,513.0
509646057#2->1273251151,veh_passenger,359.0
40115810#1->511187808#4,veh_passenger,166.0
39920505#0->1068144847,veh_passenger,623.0
-224146621->-564273553#0,veh_passenger,503.0
-1297720376#1->39366819#0,veh_passenger,247.0
666886082#1->-10748045#0,veh_passenger,446.0
39838691#9->-1074409256#2,veh_passenger,22.0
-40297715#0->-1211151635#1,veh_passenger,327.0
50323229#2->-1335304371,veh_passenger,171.0
-1335304386#0->515123439,veh_passenger,494.0
1323097578->1214520076,veh_passenger,288.0
-1015424648->1064476624,bus_bus,281.0
39920550#10->-50323229#5,veh_passenger,120.0
1015424648->-405382146#1,veh_passenger,75.0
-50323229#14->-1237953494,veh_passenger,540.0
437445539#0->-488788633#2,veh_passenger,45.0
515130028#1-AddedOnRampEdge->-1272337500,veh_passenger,299.0
488788629->439836129,veh_passenger,642.0
-1260485929#0->47087992#5,veh_passenger,424.0
538432101->509524224,veh_passenger,123.0
511404880#0->666886081,bus_bus,97.0
-224146621->509646063#1,veh_passenger,183.0
10628429->-1222703382,bus_bus,173.0
1125986406#0->47087992#1,veh_passenger,205.0
40140141#5->-488788633#2,veh_passenger,322.0
1226645408->-1335304373#0,veh_passenger,305.0
24576922#1->178702252,veh_passenger,264.0
761486028#0->-1226645410,veh_passenger,413.0
509646055->900279869,veh_passenger,208.0
654297636->1231065652,veh_passenger,615.0
238219443->488788637#1,veh_passenger,244.0
488788636#0->178702239#1,veh_passenger,313.0
521704042#0->511404874#1,veh_passenger,53.0
40140141#5->838061038,veh_passenger,282.0
47267010->-654297630,veh_passenger,567.0
-511187818->-10748036,truck_truck,153.0
178699058->40035904#2,truck_truck,401.0
1125801626->39920684#3,veh_passenger,324.0
1067928306#2->439836130#0,veh_passenger,841.0
47225638#4->511409187,veh_passenger,503.0
-1292568612->1290456019,bus_bus,173.0
509646052->47225638#1,truck_truck,297.0
1214520074#4->-39920593#2,veh_passenger,243.0
1260485931#1->-511187807,veh_passenger,420.0
47088302#1->232920697,veh_passenger,221.0
521705694#0->-1255099069,veh_passenger,396.0
14924729#2->1290439817#1,veh_passenger,525.0
10725667-AddedOffRampEdge->-39366819#0,veh_passenger,372.0
439836128#0->511409188#0,veh_passenger,359.0
-488788630#0->-39838751#1,veh_passenger,178.0
10748045#0->-10628442#1,veh_passenger,291.0
1254816455->10628430,veh_passenger,236.0
1068434202->10250021#0,truck_truck,117.0
-24576913#2->-1068144846#1,veh_passenger,151.0
1231065644->10748045#1,veh_passenger,293.0
1235501861#2->1064398309#1,veh_passenger,252.0
-10628444#0->1068074793,veh_passenger,232.0
39920011#0->-1068434202,veh_passenger,362.0
-40035325#0->515130026#0,veh_passenger,664.0
1068434257->488788630#0,veh_passenger,160.0
10748036->1272548721,veh_passenger,497.0
15420537#1->1272548721,veh_passenger,540.0
-40036062#1->39838630#1,veh_passenger,293.0
1260485930#1->15420801#2,bus_bus,172.0
39920550#0->-40297715#0,veh_passenger,126.0
511405572->50323229#13,bus_bus,484.0
-1068144845#3->564273553#1,bus_bus,556.0
-654297629#1->511404880#1,bus_bus,139.0
