routeKey,class,TT_freeflow
1298335705->474143552#1,veh_passenger,290.0
1234244925#0->1298335702,veh_passenger,270.0
985133430->509646052,veh_passenger,211.0
1337646271#1->511187808#4,veh_passenger,135.0
1231065653->10628444#2,veh_passenger,266.0
-900279886->474143552#0,veh_passenger,206.0
-511187818->515136604,veh_passenger,361.0
478286980#1->-10628442#2,bus_bus,310.0
1272337500->687878722#1,veh_passenger,538.0
967993112#1->-1335304386#0,veh_passenger,298.0
1068434203->449565665#2,veh_passenger,78.0
40297885#1->39921025#8,veh_passenger,309.0
-1068144845#3->653860562,veh_passenger,486.0
1272548721->1234244925#1,veh_passenger,214.0
24621218#3->39921192#1,veh_passenger,148.0
-474143552#2->40297647#0,veh_passenger,108.0
-1222703384#1->24577455#2,veh_passenger,177.0
-654297629#0->1214520073#1,veh_passenger,131.0
-39838691#7->-24576913#0,veh_passenger,53.0
509524229->24577455#1,bus_bus,132.0
511187811->-654297635#1,veh_passenger,347.0
1255099069->511404873#1,veh_passenger,334.0
-900279886->654297629#4,veh_passenger,130.0
509646056->-1332638391#1,veh_passenger,48.0
150928465->654297629#6,veh_passenger,190.0
83428923#1->240666072#2,veh_passenger,266.0
83428923#1->564273553#2,veh_passenger,339.0
178699056#2->40297715#0,veh_passenger,303.0
513082640->513087668,veh_passenger,160.0
-178723097#0->178699056#3,veh_passenger,106.0
68574202->9832326#1,veh_passenger,327.0
1068144846#2->-40035325#2,bus_bus,399.0
-449565665#2->1260485930#1,veh_passenger,424.0
515040937->-654297633,veh_passenger,271.0
39838751#0->-900279869,veh_passenger,129.0
488788627->40138239#3,truck_truck,48.0
381945549#0->-40035904#0,veh_passenger,663.0
39920505#8->-10628444#0,veh_passenger,184.0
39086240-AddedOffRampEdge->9704194#3,veh_passenger,203.0
509646059->-40138239#1,veh_passenger,411.0
50323229#6->40139504#0,veh_passenger,216.0
-654297637#0->538432099,veh_passenger,455.0
-50323229#13->24621218#2,truck_truck,326.0
-40036062#1->761486028#0,veh_passenger,352.0
39920505#2->178583159,truck_truck,487.0
-10628429->47157282#0,veh_passenger,182.0
1234244925#0->10628444#0,veh_passenger,192.0
1068144847->515126385#4,veh_passenger,139.0
40140141#10->-474143552#0,veh_passenger,231.0
47224972#1->513272951#1,veh_passenger,125.0
178583145->439836130#0-AddedOffRampEdge,veh_passenger,436.0
11631594#0->-40036009#3,veh_passenger,305.0
-1260485931#1->1290439817#1,veh_passenger,343.0
1222181935->39838657#1,veh_passenger,142.0
1231065643->24577455#1,veh_passenger,384.0
178441748#2->428730793#1,veh_passenger,696.0
24621218#3->39838657#0,veh_passenger,405.0
-1326193809->-1332638391#0,bus_bus,435.0
-564273553#2->-33683346#2,veh_passenger,435.0
39920684#4->1067953246,veh_passenger,391.0
1235501860->-10629474#0,veh_passenger,243.0
-1273251150#1->-50323229#3,bus_bus,89.0
985133427->9832326#2,veh_passenger,384.0
39920550#8->654297634,veh_passenger,324.0
40035904#2->-1125986379#1,bus_bus,215.0
10748045#1->-40036009#0,truck_truck,96.0
666886086#1->1068144845#1,bus_bus,522.0
654297629#5->-24576913#0,veh_passenger,85.0
1326193810->-488788633#0,veh_passenger,556.0
-654297637#0->-147711065#1,veh_passenger,216.0
-1273251152->513272951#0,veh_passenger,260.0
511404880#1->511187821,veh_passenger,146.0
488788633#2->513272950#0,veh_passenger,201.0
-50323229#15->499566574#1,veh_passenger,154.0
1332638368#1->515136604,veh_passenger,327.0
-40036009#1->1067928307#2,veh_passenger,549.0
511187821->900287035,veh_passenger,220.0
1068434200#0->510107701,veh_passenger,46.0
428730813#1->178699056#0,veh_passenger,313.0
-1068144848#1->428730818#3,veh_passenger,219.0
1100626103#1->160077493,bus_bus,337.0
488788633#2->1005394020,veh_passenger,233.0
654297630->39921673#0,veh_passenger,65.0
475044040#1->-509646056,veh_passenger,206.0
1074409255#1->654297629#0,veh_passenger,254.0
488788633#0->-10628442#2,truck_truck,435.0
-1068144848#0->-450616334#1,veh_passenger,213.0
515126302->-479863106#2,veh_passenger,331.0
72157794->-9374529#1,veh_passenger,189.0
475044040#2->-40138633#1,veh_passenger,49.0
822782498->10629474#0,veh_passenger,224.0
-39838657#1->1231065653,veh_passenger,117.0
967985512->178583140#0,veh_passenger,236.0
1214520075->1067928306#2,veh_passenger,138.0
47267011#0->-178723097#0,veh_passenger,293.0
-654297629#4->654297629#4,bus_bus,20.0
475044040#4->40140141#8,bus_bus,508.0
482569917#0->511404877,veh_passenger,327.0
39838691#9->1074409256#2,veh_passenger,83.0
1235501861#2->24576913#0,veh_passenger,124.0
178441748#0->40297715#2,veh_passenger,213.0
1125986379#1->-1260485929#2,veh_passenger,203.0
-40035325#1->-39838657#1,veh_passenger,430.0
475044040#2->511404873#1,veh_passenger,424.0
39920684#5->-50323229#5,veh_passenger,102.0
147711065#0->-1204070283#0,veh_passenger,32.0
1290439817#1->1068144845#3,veh_passenger,341.0
666886086#3->1074771163#0,truck_truck,204.0
-10250021#2->564273553#1,veh_passenger,259.0
-1297720376#0->-428730813#1,veh_passenger,696.0
39763700#6->1074409255#3,bus_bus,208.0
-900279869->513082635#0-AddedOffRampEdge,veh_passenger,981.0
1068144848#1->1222703384#0,veh_passenger,259.0
-1335304371->-1335304377,truck_truck,137.0
838061037->-40297715#2,veh_passenger,355.0
39920505#9->1297720367,veh_passenger,224.0
515126385#1->39838520#2,veh_passenger,262.0
50323229#7->24576922#1,veh_passenger,540.0
-47224972#1->-1068144849#0,veh_passenger,184.0
1335304373#1->-654297630,veh_passenger,157.0
-50323229#13->-50323229#10,veh_passenger,5.0
-40297715#2->72157792,veh_passenger,158.0
1068916339->511404878,veh_passenger,439.0
131671623->515130026#1,veh_passenger,269.0
490474063#4->1067953246,veh_passenger,677.0
-654297632#0->1323097576,veh_passenger,235.0
509646061->-1260485931#1,veh_passenger,229.0
40138633#0->-1254633077#1,veh_passenger,99.0
1068074792->178583167#1,veh_passenger,324.0
-1272337500->-488788633#0,veh_passenger,749.0
-654297636->511185049,veh_passenger,186.0
-40036009#1->654297628,veh_passenger,574.0
-451728952#4->401226926#1,veh_passenger,247.0
1237953497->-1068916339,veh_passenger,59.0
1207401652#1->240666069#2,veh_passenger,445.0
39838691#6->24621218#3,bus_bus,210.0
428730813#2->39921025#4,veh_passenger,437.0
24576913#1->401226926#0,veh_passenger,144.0
39920550#1->-10628442#1,veh_passenger,291.0
33683346#2->1421367508,veh_passenger,497.0
439836128#0-AddedOffRampEdge->47088302#0,veh_passenger,294.0
50323229#14->178583167#1,veh_passenger,248.0
-1290439817#0->1064476620#0,veh_passenger,224.0
178583149->33683458#0,veh_passenger,151.0
-1015424648->1064476620#2,veh_passenger,421.0
-1204070283#1->1196008691#0,veh_passenger,86.0
-654297634->39920011#1,veh_passenger,265.0
1074771163#0->40035325#0,veh_passenger,153.0
-224146621->1254633077#0,veh_passenger,551.0
39920593#0->1074409232#0,veh_passenger,504.0
39838691#0->10628442#1,veh_passenger,263.0
160078084->39921025#2,bus_bus,117.0
490474063#6->449565665#1,veh_passenger,402.0
1214520070->178702258#2,veh_passenger,155.0
178583140#0->-39838984#0,veh_passenger,280.0
-1323097580#1->147711065#0,veh_passenger,447.0
1196008692#1->-10628442#1,veh_passenger,257.0
47087366#0->15419875#0,veh_passenger,320.0
-40036062#0->1100626103#2,bus_bus,235.0
40297715#3->1068434200#0,veh_passenger,618.0
-1068916335->39920505#12,veh_passenger,198.0
39920593#5->9704194#4,veh_passenger,377.0
1235501861#0->1131969257,veh_passenger,49.0
-169562956->1234244927#0,veh_passenger,419.0
40140017#3->-1273251152,veh_passenger,95.0
-1335304373#1->-654530820#1,bus_bus,641.0
511187808#0->47087993#0,veh_passenger,321.0
490474063#7->826496637,veh_passenger,141.0
-401226926#0->40140141#8,bus_bus,357.0
40138633#2->1254633077#1,veh_passenger,52.0
-33683458#1->968332513#0,veh_passenger,115.0
654530820#1->-47224972#0,veh_passenger,203.0
985675139->1100626103#3,veh_passenger,197.0
-50323229#10->-10748045#0,bus_bus,139.0
-488788630#1->1068916336,veh_passenger,254.0
-50323226->-838061037,bus_bus,805.0
509646057#1->33683458#1,truck_truck,388.0
39838630#1->-1068916335,veh_passenger,294.0
451728952#3->1196008691#0,veh_passenger,254.0
1214520078->-401226926#1,veh_passenger,311.0
-14924729#3->761486028#0,veh_passenger,102.0
1118804250->450616334#0,veh_passenger,377.0
39839093->-8887999#0,veh_passenger,953.0
1297720367->-39838657#2,veh_passenger,338.0
12262310#0-AddedOffRampEdge->39838751#1,veh_passenger,557.0
-147711065#0->47223733,veh_passenger,205.0
47225638#3->1100626097,veh_passenger,188.0
1226645407->-474143552#4,veh_passenger,455.0
10250021#4->490474063#0,veh_passenger,142.0
-178723097#1->-1068144849#2,veh_passenger,251.0
-1068144845#3->178583148#0,veh_passenger,322.0
437445541#0->-240666072#2,veh_passenger,268.0
1332638391#1->478286980#1,veh_passenger,58.0
1255099064->-488788633#0,veh_passenger,668.0
1068144849#2->39921673#0,veh_passenger,258.0
10748036->-47267007#1,bus_bus,665.0
1273251150#1->488788630#1,veh_passenger,557.0
1323097575#0->-838061037,veh_passenger,537.0
1231065643->439836130#0,veh_passenger,443.0
-39838657#0->39921025#2,veh_passenger,314.0
509647506->687878722#0,veh_passenger,467.0
-39838751#0->1292541108,veh_passenger,395.0
488788629->428730793#1,truck_truck,403.0
160078084->8887999#1,truck_truck,283.0
-687878722#0->-1297720376#0,veh_passenger,383.0
-413789558#1->-1067928307#2,veh_passenger,47.0
68574206->1214520074#1,veh_passenger,325.0
-515136608->40115810#0,veh_passenger,569.0
-1335304372->-50323229#14,veh_passenger,147.0
1326094888->413789557,veh_passenger,94.0
-1068144845#4->-40035606#3,veh_passenger,403.0
40109290#4->47087993#2,veh_passenger,399.0
39920505#3->47267011#0,veh_passenger,451.0
39838520#3->39366819#1,veh_passenger,16.0
1064398309#0->-142741729#0,veh_passenger,148.0
-479863106#0->-488788629,veh_passenger,15.0
-451728952#3->-509646052,veh_passenger,150.0
413789558#1->83428923#0,veh_passenger,335.0
10250021#0->511187808#2,veh_passenger,315.0
-488788630#1->488788626#0,veh_passenger,289.0
40115810#1->10628442#3,veh_passenger,275.0
1297720376#1->1254816455,veh_passenger,124.0
-428730813#3->-1211151635#0,veh_passenger,126.0
-474143552#0->654297635#1,bus_bus,313.0
511405572->238219472#0,veh_passenger,150.0
509646061->50323229#11,veh_passenger,395.0
509646062->33683346#0,veh_passenger,430.0
-10629474#0->666886084#1,veh_passenger,304.0
178441748#0->1326437250,veh_passenger,367.0
10748045#1->513087670,veh_passenger,330.0
50323229#13->39838630#2,truck_truck,351.0
40035904#1->39920505#5,veh_passenger,319.0
509646063#0->-413789558#1,veh_passenger,382.0
39920505#5->450616334#1,veh_passenger,586.0
654297631->1323097579#1,veh_passenger,206.0
39839131->1125986385#0,bus_bus,278.0
975216739->1068144845#3,veh_passenger,156.0
474143552#2->-50323229#7,veh_passenger,178.0
-654297629#1->-515123442#3,bus_bus,165.0
15420537#1->1234244927#0,veh_passenger,328.0
515136604->1237953493,bus_bus,232.0
437445539#0->1074409232#1,veh_passenger,323.0
1338361263->10748045#1,veh_passenger,494.0
39838751#2->50323229#9,veh_passenger,474.0
1064476623->-39838630#1,veh_passenger,95.0
1237953497->428730800,veh_passenger,483.0
47267011#0->39838691#3,veh_passenger,148.0
401226926#1->1273251150#1,veh_passenger,157.0
-1125986377#0->1237953493,veh_passenger,84.0
-1326094888->40297715#3,veh_passenger,427.0
240666072#0->1323097575#2,veh_passenger,387.0
-10250021#3->1260485932,veh_passenger,180.0
40035904#1->39838691#7,veh_passenger,589.0
1332638391#2->-1332638391#0,veh_passenger,34.0
178702258#0->515124966,bus_bus,116.0
1255099064->511404873#0,veh_passenger,242.0
-1214520068->-40035325#2,veh_passenger,277.0
511187811->240666069#3,truck_truck,374.0
40036009#0->1068144845#4,veh_passenger,425.0
39920550#3->-40036009#2,veh_passenger,224.0
10629709#1->-654297629#5,bus_bus,556.0
511404874#1->1335304372,veh_passenger,339.0
15525299->10628442#0,veh_passenger,354.0
511404877->10629709#1,bus_bus,448.0
521701858-AddedOffRampEdge->-413789558#1,veh_passenger,78.0
50323229#9->47087992#3,bus_bus,695.0
-1332638391#1->761486028#1,veh_passenger,128.0
465144361->381945551,veh_passenger,307.0
428730807->666886084#1,veh_passenger,277.0
1332638368#1->465144361,veh_passenger,500.0
40035606#2->40138633#0,veh_passenger,191.0
14924729#3->1260485932,veh_passenger,322.0
449565665#0->39838691#3,veh_passenger,48.0
-437445539#0->-488788637#1,veh_passenger,442.0
50323226->-1260485930#1,veh_passenger,230.0
513082641#0->-654297630,veh_passenger,567.0
1335304373#0->-1297720367,veh_passenger,192.0
-40140017#3->-1273251150#1,veh_passenger,292.0
50323229#15->-1326094888,veh_passenger,594.0
-1125986377#1->451728952#4,veh_passenger,172.0
40109290#1->-39838657#0,veh_passenger,437.0
40138239#2->-1125986406#0,truck_truck,356.0
178583141->-564273553#4,bus_bus,296.0
1100626103#1->1074409255#3,veh_passenger,173.0
-450616334#1->-33683346#2,veh_passenger,521.0
-521701857->40140017#2,veh_passenger,347.0
1068434236->-654297637#1,veh_passenger,260.0
39920684#5->10250021#3,veh_passenger,234.0
1214520077->143546557,veh_passenger,158.0
1272548721->1068434201,veh_passenger,177.0
-143546557->10628444#2,truck_truck,65.0
381945549#0->-654297629#0,veh_passenger,129.0
10725667-AddedOffRampEdge->40109290#5,veh_passenger,214.0
509524224->240666069#0,veh_passenger,281.0
9374529#1->-654297630,veh_passenger,98.0
178583161->564273553#4,veh_passenger,166.0
178699051#0->-1335304371,veh_passenger,137.0
47225638#0->1214520071,bus_bus,91.0
1068434256#0->856175963,veh_passenger,207.0
40140141#1->13909444#4,veh_passenger,120.0
24576922#2->985133430,veh_passenger,63.0
10628430->509524270,veh_passenger,138.0
521704050->13909444#3,veh_passenger,121.0
1064398309#0->1067953239#0,veh_passenger,99.0
437445542->238219441#0,veh_passenger,382.0
50323229#3->1335304386#1,veh_passenger,163.0
499566573->1214520075,veh_passenger,537.0
39920505#11->515138054,veh_passenger,413.0
9704194#1->39920550#8,veh_passenger,238.0
-509646056->1064476622#1,truck_truck,382.0
-654530820#1->-33683458#0,veh_passenger,646.0
39920684#2->511187818,veh_passenger,299.0
160078084->47087992#1,veh_passenger,662.0
-40109239->178699054,veh_passenger,232.0
450616334#1->-474143552#0,veh_passenger,275.0
-1273251150#1->39838751#0,veh_passenger,588.0
24621218#2->1067852461,veh_passenger,523.0
654297632#2->1337646271#0,veh_passenger,451.0
39920505#9->-40035904#2,veh_passenger,89.0
488788636#0->12090453#0,veh_passenger,138.0
39920550#5->654297629#4,veh_passenger,518.0
11631594#1->-482569917#0,bus_bus,422.0
47088302#0->-1125986385#0,veh_passenger,168.0
1298335703->39920550#11,veh_passenger,433.0
666886082#0->985675139,veh_passenger,454.0
1254816442->40138239#3,veh_passenger,335.0
10628442#3->475044040#2,veh_passenger,252.0
-1323097580#0->-1125986385#1,bus_bus,387.0
-14924729#0->39366819#1,bus_bus,327.0
39920550#8->50323229#0,veh_passenger,169.0
967985512->1335304376#1,veh_passenger,180.0
178702258#0->478286980#1,veh_passenger,70.0
1332638368#2->-40035325#1,veh_passenger,277.0
511404878->39838657#0,veh_passenger,76.0
1273251150#0->1068434235,veh_passenger,261.0
9832326#0->13909444#1,bus_bus,267.0
511404880#1->1260481153,veh_passenger,130.0
521704042#0->9833223-AddedOnRampEdge,veh_passenger,147.0
178699049->1204070283#1,veh_passenger,351.0
39838984#0->1125986379#0,truck_truck,227.0
-654297629#4->39838691#1,bus_bus,48.0
513082635#0-AddedOffRampEdge->511404877,veh_passenger,358.0
1064476622#1->666886082#0,veh_passenger,502.0
-1297720367->-521705694#0,truck_truck,489.0
-40138239#3->1068144846#2,veh_passenger,662.0
-654297629#3->521704031#0,veh_passenger,156.0
1290439819->-257421487#0,veh_passenger,446.0
39920593#4->143546557,bus_bus,165.0
1297720376#1->856175962,veh_passenger,261.0
238219441#0->-521705694#1,veh_passenger,351.0
-40139504#0->-1290439817#1,veh_passenger,190.0
-1125986386->482569917#1,veh_passenger,206.0
83563432->511187808#4-AddedOnRampEdge,bus_bus,310.0
-968332509->654297632#0,truck_truck,83.0
40140141#7->12247568#0,veh_passenger,323.0
-47224972#1->1207401652#1,veh_passenger,152.0
40140141#2->47087366#0,veh_passenger,284.0
-33683458#2->8887999#1,veh_passenger,538.0
509646144->511404872,veh_passenger,324.0
40297647#0->967985513#1,veh_passenger,29.0
-39920593#4->1290456019,veh_passenger,252.0
-1260485929#0->39838882,veh_passenger,322.0
-654297637#1->509646063#1,veh_passenger,214.0
178699051#0->178583153,veh_passenger,467.0
39920505#2->511187808#3,veh_passenger,360.0
-687878722#2->-761486028#0,veh_passenger,274.0
15419906#1->1278784167#1,veh_passenger,410.0
178441748#1->1075505400#3,veh_passenger,491.0
428730818#2->40139708,veh_passenger,459.0
238219441#0->238219472#3,veh_passenger,224.0
-40109239->1255099069,veh_passenger,273.0
10628442#0->178702261,veh_passenger,233.0
511409188#0->1254816455,veh_passenger,453.0
499566574#0->654297635#1,veh_passenger,70.0
437445540->1237953497,veh_passenger,380.0
900279869->39920593#0,veh_passenger,254.0
515126384->39921673#0,veh_passenger,308.0
11631594#1->-479863106#1,truck_truck,344.0
488788637#1->178699051#1,veh_passenger,717.0
1074771170->-240666072#2,veh_passenger,146.0
-14924729#3->1222703382,bus_bus,238.0
39838984#1->39838657#2,veh_passenger,238.0
1074771170->40109290#4,veh_passenger,453.0
13866211->50323226,veh_passenger,601.0
822782498->511404873#0,veh_passenger,161.0
1324405511->-564273553#4,veh_passenger,309.0
1125986386->475044040#3,veh_passenger,146.0
1323097575#3->-40138633#3,bus_bus,149.0
-438516309->40138239#2,veh_passenger,565.0
-1201484855->381945551,veh_passenger,290.0
1272548721->39921025#7,veh_passenger,152.0
39838691#10->515130028#1,veh_passenger,278.0
-10628444#2->488788633#2,veh_passenger,403.0
1064476620#2->488788626#2,veh_passenger,317.0
1335304376#0->515136603,veh_passenger,327.0
1254816454->24576913#0,veh_passenger,280.0
50323229#14->-83428923#0,veh_passenger,248.0
413789557->-1332638368#1,veh_passenger,279.0
-449565665#1->-39366819#0,veh_passenger,52.0
-39838630#3->178702258#2,veh_passenger,36.0
15420537#1->521704031#1,veh_passenger,278.0
-39838691#9->1272548721,veh_passenger,146.0
39920684#5->24577455#2,veh_passenger,216.0
1100626087->24577522#3,veh_passenger,432.0
39920550#2->509646054,veh_passenger,345.0
666886082#0->511187811,veh_passenger,111.0
39920550#7->39920505#11,veh_passenger,78.0
1196008692#0->1068434204,veh_passenger,556.0
-1118804250->1337646275,veh_passenger,640.0
-1068144849#1->515040937,veh_passenger,232.0
-1067928305#0->40140017#0,bus_bus,579.0
47157282#1->142741729#0,veh_passenger,44.0
654297635#1->-1125986379#1,veh_passenger,45.0
47087366#2->13909444#3,bus_bus,70.0
826496637->488788633#2,veh_passenger,318.0
40036009#3->515130028#1,veh_passenger,588.0
-224146621->-564273553#0,veh_passenger,286.0
40035325#2->1335304371,veh_passenger,45.0
-1067928307#2->178583140#1,veh_passenger,340.0
-142741729#0->40036009#1,veh_passenger,220.0
39921025#6->40297885#1,veh_passenger,468.0
-653860562->1068434256#1,veh_passenger,127.0
-474143552#6->-488788637#1,veh_passenger,179.0
1332638368#2->1222703383,veh_passenger,260.0
1068144845#2->1335304373#2,veh_passenger,297.0
39920505#0->1068144847,veh_passenger,472.0
39920505#11->39366819#1,truck_truck,396.0
-1335304386#0->515123439,veh_passenger,314.0
-40297715#2->-39838691#3,veh_passenger,466.0
730912750->-39920593#1,veh_passenger,438.0
47225638#4->511409187,veh_passenger,145.0
1068144844->1222703384#0,veh_passenger,353.0
-1254816454->10628442#1,veh_passenger,100.0
-50323229#14->-1237953494,veh_passenger,371.0
1125986375#0->1214520074#3,veh_passenger,282.0
511404875->-573632774,bus_bus,492.0
-10250021#4->511187821,veh_passenger,236.0
14924729#2->1290439817#1,veh_passenger,170.0
-654297637#1->-40140017#1,veh_passenger,256.0
509646057#2->1273251151,veh_passenger,321.0
24577522#0->-39921673#0,bus_bus,299.0
-1015424648->1064476624,bus_bus,182.0
47267010->-654297630,veh_passenger,317.0
515130028#1->511404877,bus_bus,434.0
33683346#1->-1335304386#1,veh_passenger,152.0
-39921531->-39838691#1,veh_passenger,290.0
39839131->1234244926,veh_passenger,688.0
11631594#2->1260481151,veh_passenger,385.0
-39920222->666886083,veh_passenger,446.0
50323229#2->-1335304371,veh_passenger,111.0
-1260485929#0->47087992#5,veh_passenger,334.0
499566574#3->1326094888,veh_passenger,566.0
1068434258->9832326#0,veh_passenger,199.0
654297636->1231065652,veh_passenger,435.0
40115810#1->511187808#4,veh_passenger,193.0
499566574#2->521701857,veh_passenger,489.0
1234244927#0->39920684#3,veh_passenger,168.0
666886082#1->-10748045#0,veh_passenger,447.0
39838691#9->-1074409256#2,veh_passenger,22.0
-401226926#1->1196008691#1,truck_truck,330.0
-967985513#1->39838657#2,bus_bus,456.0
428730813#2->-40035992,veh_passenger,475.0
1323097578->1214520076,veh_passenger,292.0
39920550#10->-50323229#5,veh_passenger,120.0
-232920701->1338361263,veh_passenger,334.0
437445539#0->-488788633#2,veh_passenger,46.0
1015424648->-405382146#1,veh_passenger,94.0
761486028#0->-1226645410,veh_passenger,326.0
538432101->509524224,veh_passenger,115.0
511404880#0->666886081,bus_bus,99.0
39920550#4->-1068144849#2,veh_passenger,424.0
-224146621->509646063#1,veh_passenger,183.0
515130028#1-AddedOnRampEdge->-1272337500,veh_passenger,351.0
10628429->-1222703382,bus_bus,178.0
-40297715#0->-1211151635#1,veh_passenger,416.0
-1297720376#1->39366819#0,veh_passenger,365.0
238219443->488788637#1,veh_passenger,194.0
-1067928307#3->475044040#2,veh_passenger,455.0
10748036->1272548721,veh_passenger,316.0
488788629->439836129,veh_passenger,733.0
-40139708->428730793#0,truck_truck,580.0
521704042#0->511404874#1,veh_passenger,22.0
521705694#0->-1255099069,veh_passenger,306.0
40140141#5->-488788633#2,veh_passenger,379.0
1254816455->10628430,veh_passenger,144.0
-511187818->-10748036,truck_truck,153.0
24576922#1->178702252,veh_passenger,338.0
-40035325#0->515130026#0,veh_passenger,568.0
1067928306#2->439836130#0,veh_passenger,838.0
1125986406#0->47087992#1,veh_passenger,295.0
-1292568612->1290456019,bus_bus,173.0
1231065644->10748045#1,veh_passenger,218.0
-1335304385->437445540,veh_passenger,368.0
-488788630#0->-39838751#1,veh_passenger,150.0
15420537#1->1272548721,veh_passenger,446.0
511405572->50323229#13,bus_bus,370.0
488788636#0->178702239#1,veh_passenger,396.0
10748045#0->-10628442#1,veh_passenger,291.0
39838691#9->178699049,veh_passenger,498.0
40140141#5->838061038,veh_passenger,372.0
-654297629#1->511404880#1,bus_bus,59.0
1235501861#2->1064398309#1,veh_passenger,242.0
1125801626->39920684#3,veh_passenger,410.0
238219449->238219468,veh_passenger,165.0
-10628444#0->1068074793,veh_passenger,232.0
511404877->178723097#0,veh_passenger,329.0
1068434257->488788630#0,veh_passenger,161.0
39920550#0->-40297715#0,veh_passenger,81.0
1214520072->1068144848#1,veh_passenger,158.0
1260485930#1->15420801#2,bus_bus,171.0
-1237953494->439836130#0-AddedOffRampEdge,bus_bus,234.0
-1068144845#3->564273553#1,bus_bus,557.0
-40035606#2->-1236283454,veh_passenger,37.0
509646055->900279869,veh_passenger,448.0
-24576913#2->-1068144846#1,veh_passenger,244.0
1260485929#2->564273552,veh_passenger,144.0
