vehID,routeKey,class,depart,arrival,travel_time
bus1276,451728952#4->1068434256#1|n=22|h=57dc69bfac,bus_bus,481.0,3682.0,3201.0
bus1823,-50323226->9704194#4|n=49|h=c7b70dbe10,bus_bus,686.0,3682.0,2996.0
veh17255,-401226926#0->1260485931#1|n=20|h=0085c0b69d,veh_passenger,1681.0,3682.0,2001.0
veh2390,39920550#10->-40109290#3|n=27|h=3be2c9232e,veh_passenger,234.0,3683.0,3449.0
veh6182,-1067928305#1->1226645409|n=5|h=ff9695bfff,veh_passenger,603.0,3683.0,3080.0
veh10109,511187807->1204070281|n=21|h=5c47b98f8f,veh_passenger,1711.0,3686.0,1975.0
veh11431,515136605->1421367925|n=13|h=88511317f9,veh_passenger,1114.0,3687.0,2573.0
veh12443,-33683458#2->513087668|n=35|h=aa0fdd7db9,veh_passenger,1214.0,3689.0,2475.0
veh8048,1260485930#1->1323097580#1|n=26|h=88fe8a2ee2,veh_passenger,785.0,3691.0,2906.0
bus2714,1335304374->1335304374|n=1|h=17c6ca5f67,bus_bus,1021.0,3691.0,2670.0
bike4074,-440146337->-1125986386|n=13|h=bcd1a9353b,bike_bicycle,2891.0,3691.0,800.0
bus76,1323097580#0->-1125986379#1|n=17|h=9bc6af316a,bus_bus,30.0,3692.0,3662.0
bus497,1335304371->-1074409256#0|n=28|h=bc3a9281a7,bus_bus,188.0,3692.0,3504.0
bus1846,1254816454->-1125986375#1|n=10|h=87bebd3953,bus_bus,695.0,3692.0,2997.0
veh5757,1067953239#1->-1068916335|n=31|h=5d930b00cc,veh_passenger,573.0,3693.0,3120.0
bus2143,47053612->47087992#4|n=19|h=0858ea376f,bus_bus,806.0,3695.0,2889.0
bike4268,-451068220#1->-807707414#2|n=13|h=47d4d9e86b,bike_bicycle,3029.0,3695.0,666.0
bike4518,-1125986375#1->-1125986375#1|n=1|h=42731e8f6e,bike_bicycle,3206.0,3696.0,490.0
veh11423,1196008692#0->-50323229#14|n=28|h=3762188cc6,veh_passenger,1116.0,3697.0,2581.0
veh2242,50323229#13->40140141#7|n=44|h=0aa9c0f64d,veh_passenger,220.0,3698.0,3478.0
veh12099,521704040->1068916338|n=24|h=9faec0fab3,veh_passenger,2188.0,3698.0,1510.0
veh2301,39763700#0->1068434257|n=18|h=c6aef57c59,veh_passenger,225.0,3699.0,3474.0
veh15877,39920684#0->-10749498|n=27|h=12cc40aefa,veh_passenger,1546.0,3700.0,2154.0
veh8765,511187808#0->515126385#1|n=23|h=aa22356c02,veh_passenger,1006.0,3701.0,2695.0
veh10342,40109290#5->10628444#0|n=30|h=646d52a656,veh_passenger,1008.0,3701.0,2693.0
bike4178,-515124965#1->-515124965#1|n=1|h=916dcb234a,bike_bicycle,3187.0,3701.0,514.0
veh355,1068434206->-1254633077#0|n=30|h=42ee081b6a,veh_passenger,36.0,3702.0,3666.0
bus2315,39838657#0->-50323229#3|n=60|h=633388092c,bus_bus,871.0,3702.0,2831.0
bus2422,-515136605->513272951#1|n=20|h=55f5aa56c3,bus_bus,911.0,3702.0,2791.0
veh604,39920593#6->1323097579#0|n=13|h=886a90c713,veh_passenger,60.0,3704.0,3644.0
bus546,-40036066->39920550#13|n=23|h=894e416399,bus_bus,207.0,3704.0,3497.0
veh7281,24576913#0->511404874#1|n=16|h=68d8463170,veh_passenger,2543.0,3704.0,1161.0
veh8519,-33683458#2->1068916338|n=28|h=ba1076273d,veh_passenger,830.0,3705.0,2875.0
bus599,39838657#2->515136605|n=30|h=b1b856a769,bus_bus,226.0,3706.0,3480.0
veh8594,-10628442#3->-8887999#1|n=14|h=31011b3fcf,veh_passenger,838.0,3706.0,2868.0
veh7928,515130026#0->515138054|n=9|h=afb5523e4b,veh_passenger,773.0,3707.0,2934.0
veh11971,856175964->515126385#1|n=22|h=d310cc1c8d,veh_passenger,1211.0,3707.0,2496.0
bus392,401226925#0->178699051#1|n=25|h=60b1e9dd75,bus_bus,149.0,3708.0,3559.0
veh7467,1254633078#1->10628429|n=29|h=945a463a21,veh_passenger,728.0,3708.0,2980.0
veh3960,39838520#0->511409188#0|n=16|h=b0a94d79f7,veh_passenger,387.0,3710.0,3323.0
bus629,654297636->-515126385#3|n=37|h=b466bbd2b4,bus_bus,309.0,3711.0,3402.0
truck937,-1297720367->1117667177|n=21|h=9b25ef670f,truck_truck,913.0,3711.0,2798.0
bike3571,807707414#2->440146337|n=7|h=707bc911d1,bike_bicycle,2534.0,3711.0,1177.0
veh3106,178702243#0->-147711065#0|n=34|h=3feab80187,veh_passenger,304.0,3712.0,3408.0
veh4926,40138239#0->1068434203|n=49|h=e5cfc77fb0,veh_passenger,1490.0,3712.0,2222.0
veh6287,490474063#4->-50323229#2|n=30|h=e874792da2,veh_passenger,1895.0,3712.0,1817.0
veh6081,40035606#2->147711065#0|n=30|h=17bfc3857e,veh_passenger,593.0,3714.0,3121.0
truck1114,33683346#0->-10628442#1|n=32|h=b18e001144,truck_truck,1086.0,3714.0,2628.0
veh4862,39921025#4->178699051#1|n=17|h=8bbbf8bdea,veh_passenger,743.0,3715.0,2972.0
veh1861,1118804248->413789557|n=20|h=a976a9e5ee,veh_passenger,184.0,3717.0,3533.0
veh6838,-47087366#2->1068144846#0|n=4|h=709f7f3ed0,veh_passenger,667.0,3717.0,3050.0
truck25,449565665#2->1231065654|n=20|h=10440fe546,truck_truck,26.0,3718.0,3692.0
truck505,511185049->39920684#6|n=16|h=5ec8efbc31,truck_truck,493.0,3718.0,3225.0
truck843,40140141#3->10628444#2|n=22|h=492c7dd728,truck_truck,826.0,3718.0,2892.0
veh1327,1338361263->49224804#1|n=28|h=85069a24c0,veh_passenger,131.0,3719.0,3588.0
veh8014,40297715#0->-488788637#1|n=12|h=78536def0a,veh_passenger,781.0,3719.0,2938.0
veh7151,178702258#0->-1068144846#2|n=15|h=66b11b9014,veh_passenger,1214.0,3721.0,2507.0
veh9163,687878722#0->513087668|n=22|h=9b5ec1e192,veh_passenger,893.0,3722.0,2829.0
veh347,178699051#1->687878722#0|n=26|h=2f56a761e3,veh_passenger,35.0,3723.0,3688.0
veh2163,47087992#5->1214520070|n=14|h=ddcb62d4a3,veh_passenger,212.0,3723.0,3511.0
veh2500,39920593#2->-1273251151|n=9|h=2dbc6b3ea4,veh_passenger,512.0,3723.0,3211.0
